category_name,product_name,unit_price,quantity,ortalama_birim_fiyatı,ortalama_fiyata_gore_durumu,order_id
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,20,21.05,Ortalamadan Az,10503
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,21,21.05,Ortalamadan Az,10638
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,21,21.05,Ortalamadan Az,10872
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,21,21.05,Ortalamadan Az,10903
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,21,21.05,Ortalamadan Az,11024
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,28,16.8,Ortalamadan Fazla,10451
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,30,16.8,Ortalamadan Fazla,10303
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,30,21.05,Ortalamadan Az,10580
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,35,16.8,Ortalamadan Fazla,10447
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,36,21.05,Ortalamadan Az,10541
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,39,21.05,Ortalamadan Az,10514
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,40,16.8,Ortalamadan Fazla,10328
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,40,21.05,Ortalamadan Az,10736
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,65,21.05,Ortalamadan Az,10698
Condiments,Louisiana Fiery Hot Pepper Sauce,21.05,80,21.05,Ortalamadan Az,10765
Condiments,Louisiana Hot Spiced Okra,17,1,17,Ortalamaya Eşit,11077
Condiments,Louisiana Hot Spiced Okra,17,4,17,Ortalamaya Eşit,10682
Condiments,Louisiana Hot Spiced Okra,17,10,13.6,Ortalamadan Fazla,10493
Condiments,Louisiana Hot Spiced Okra,17,24,17,Ortalamaya Eşit,10532
Condiments,Louisiana Hot Spiced Okra,17,30,13.6,Ortalamadan Fazla,10300
Condiments,Louisiana Hot Spiced Okra,17,50,17,Ortalamaya Eşit,10774
Condiments,Louisiana Hot Spiced Okra,17,60,13.6,Ortalamadan Fazla,10442
Condiments,Louisiana Hot Spiced Okra,17,60,13.6,Ortalamadan Fazla,10475
Condiments,Northwoods Cranberry Sauce,40,2,40,Ortalamaya Eşit,11077
Condiments,Northwoods Cranberry Sauce,40,10,40,Ortalamaya Eşit,10511
Condiments,Northwoods Cranberry Sauce,40,10,40,Ortalamaya Eşit,10695
Condiments,Northwoods Cranberry Sauce,40,16,40,Ortalamaya Eşit,10975
Condiments,Northwoods Cranberry Sauce,40,20,40,Ortalamaya Eşit,10829
Condiments,Northwoods Cranberry Sauce,40,20,40,Ortalamaya Eşit,10978
Condiments,Northwoods Cranberry Sauce,40,24,40,Ortalamaya Eşit,10522
Condiments,Northwoods Cranberry Sauce,40,30,40,Ortalamaya Eşit,10786
Condiments,Northwoods Cranberry Sauce,40,30,40,Ortalamaya Eşit,10893
Condiments,Northwoods Cranberry Sauce,40,30,40,Ortalamaya Eşit,11007
Condiments,Northwoods Cranberry Sauce,40,40,40,Ortalamaya Eşit,10709
Condiments,Northwoods Cranberry Sauce,40,70,32,Ortalamadan Fazla,10344
Condiments,Northwoods Cranberry Sauce,40,70,32,Ortalamadan Fazla,10345
Condiments,Original Frankfurter grüne Soße,13,2,13,Ortalamaya Eşit,10735
Condiments,Original Frankfurter grüne Soße,13,2,13,Ortalamaya Eşit,10835
Condiments,Original Frankfurter grüne Soße,13,2,13,Ortalamaya Eşit,11077
Condiments,Original Frankfurter grüne Soße,13,5,10.4,Ortalamadan Fazla,10366
Condiments,Original Frankfurter grüne Soße,13,5,10.4,Ortalamadan Fazla,10495
Condiments,Original Frankfurter grüne Soße,13,5,13,Ortalamaya Eşit,10602
Condiments,Original Frankfurter grüne Soße,13,7,10.4,Ortalamadan Fazla,10367
Condiments,Original Frankfurter grüne Soße,13,7,10.4,Ortalamadan Fazla,10491
Condiments,Original Frankfurter grüne Soße,13,10,10.4,Ortalamadan Fazla,10290
Condiments,Original Frankfurter grüne Soße,13,10,10.4,Ortalamadan Fazla,10421
Condiments,Original Frankfurter grüne Soße,13,10,13,Ortalamaya Eşit,10554
Condiments,Original Frankfurter grüne Soße,13,10,13,Ortalamaya Eşit,11060
Condiments,Original Frankfurter grüne Soße,13,12,10.4,Ortalamadan Fazla,10256
Condiments,Original Frankfurter grüne Soße,13,14,10.4,Ortalamadan Fazla,10399
Condiments,Original Frankfurter grüne Soße,13,15,10.4,Ortalamadan Fazla,10257
Condiments,Original Frankfurter grüne Soße,13,15,13,Ortalamaya Eşit,10780
Condiments,Original Frankfurter grüne Soße,13,15,13,Ortalamaya Eşit,10823
Condiments,Original Frankfurter grüne Soße,13,15,13,Ortalamaya Eşit,10841
Condiments,Original Frankfurter grüne Soße,13,15,13,Ortalamaya Eşit,10929
Condiments,Original Frankfurter grüne Soße,13,15,13,Ortalamaya Eşit,10986
Condiments,Original Frankfurter grüne Soße,13,18,13,Ortalamaya Eşit,10577
Condiments,Original Frankfurter grüne Soße,13,18,13,Ortalamaya Eşit,11015
Condiments,Original Frankfurter grüne Soße,13,20,13,Ortalamaya Eşit,10587
Condiments,Original Frankfurter grüne Soße,13,20,13,Ortalamaya Eşit,10812
Condiments,Original Frankfurter grüne Soße,13,21,13,Ortalamaya Eşit,10999
Condiments,Original Frankfurter grüne Soße,13,25,10.4,Ortalamadan Fazla,10497
Condiments,Original Frankfurter grüne Soße,13,25,13,Ortalamaya Eşit,10885
Condiments,Original Frankfurter grüne Soße,13,28,13,Ortalamaya Eşit,11068
Condiments,Original Frankfurter grüne Soße,13,30,10.4,Ortalamadan Fazla,10483
Condiments,Original Frankfurter grüne Soße,13,30,13,Ortalamaya Eşit,10690
Condiments,Original Frankfurter grüne Soße,13,30,13,Ortalamaya Eşit,11000
Condiments,Original Frankfurter grüne Soße,13,35,10.4,Ortalamadan Fazla,10417
Condiments,Original Frankfurter grüne Soße,13,35,13,Ortalamaya Eşit,10646
Condiments,Original Frankfurter grüne Soße,13,40,13,Ortalamaya Eşit,10886
Condiments,Original Frankfurter grüne Soße,13,40,13,Ortalamaya Eşit,10946
Condiments,Original Frankfurter grüne Soße,13,55,10.4,Ortalamadan Fazla,10451
Condiments,Original Frankfurter grüne Soße,13,60,13,Ortalamaya Eşit,10590
Condiments,Original Frankfurter grüne Soße,13,70,13,Ortalamaya Eşit,10658
Condiments,Sirop d'érable,28.5,4,28.5,Ortalamaya Eşit,11042
Condiments,Sirop d'érable,28.5,4,28.5,Ortalamaya Eşit,11058
Condiments,Sirop d'érable,28.5,5,28.5,Ortalamaya Eşit,10724
Condiments,Sirop d'érable,28.5,5,28.5,Ortalamaya Eşit,10910
Condiments,Sirop d'érable,28.5,6,28.5,Ortalamaya Eşit,11034
Condiments,Sirop d'érable,28.5,7,28.5,Ortalamaya Eşit,10998
Condiments,Sirop d'érable,28.5,10,28.5,Ortalamaya Eşit,10550
Condiments,Sirop d'érable,28.5,10,28.5,Ortalamaya Eşit,10716
Condiments,Sirop d'érable,28.5,10,28.5,Ortalamaya Eşit,11052
Condiments,Sirop d'érable,28.5,15,28.5,Ortalamaya Eşit,10513
Condiments,Sirop d'érable,28.5,15,28.5,Ortalamaya Eşit,10906
Condiments,Sirop d'érable,28.5,16,22.8,Ortalamadan Fazla,10418
Condiments,Sirop d'érable,28.5,20,28.5,Ortalamaya Eşit,10530
Condiments,Sirop d'érable,28.5,20,28.5,Ortalamaya Eşit,10642
Condiments,Sirop d'érable,28.5,20,28.5,Ortalamaya Eşit,10735
Condiments,Sirop d'érable,28.5,20,28.5,Ortalamaya Eşit,10769
Condiments,Sirop d'érable,28.5,25,22.8,Ortalamadan Fazla,10455
Condiments,Sirop d'érable,28.5,25,28.5,Ortalamaya Eşit,10504
Condiments,Sirop d'érable,28.5,30,28.5,Ortalamaya Eşit,10814
Condiments,Sirop d'érable,28.5,30,28.5,Ortalamaya Eşit,10880
Condiments,Sirop d'érable,28.5,30,28.5,Ortalamaya Eşit,10933
Condiments,Sirop d'érable,28.5,66,28.5,Ortalamaya Eşit,10990
Condiments,Sirop d'érable,28.5,90,22.8,Ortalamadan Fazla,10440
Condiments,Sirop d'érable,28.5,120,28.5,Ortalamaya Eşit,10595
Condiments,Vegie-spread,43.9,5,35.1,Ortalamadan Fazla,10293
Condiments,Vegie-spread,43.9,6,43.9,Ortalamadan Fazla,10575
Condiments,Vegie-spread,43.9,8,35.1,Ortalamadan Fazla,10278
Condiments,Vegie-spread,43.9,9,43.9,Ortalamadan Fazla,10747
Condiments,Vegie-spread,43.9,10,43.9,Ortalamadan Fazla,10974
Condiments,Vegie-spread,43.9,12,43.9,Ortalamadan Fazla,11029
Condiments,Vegie-spread,43.9,16,35.1,Ortalamadan Fazla,10379
Condiments,Vegie-spread,43.9,20,43.9,Ortalamadan Fazla,10692
Condiments,Vegie-spread,43.9,20,43.9,Ortalamadan Fazla,10977
Condiments,Vegie-spread,43.9,24,43.9,Ortalamadan Fazla,10596
Condiments,Vegie-spread,43.9,30,43.9,Ortalamadan Fazla,10789
Condiments,Vegie-spread,43.9,30,43.9,Ortalamadan Fazla,11041
Condiments,Vegie-spread,43.9,35,35.1,Ortalamadan Fazla,10429
Condiments,Vegie-spread,43.9,35,43.9,Ortalamadan Fazla,10979
Condiments,Vegie-spread,43.9,40,43.9,Ortalamadan Fazla,10921
Condiments,Vegie-spread,43.9,65,35.1,Ortalamadan Fazla,10402
Condiments,Vegie-spread,43.9,80,35.1,Ortalamadan Fazla,10324
Confections,Chocolade,12.75,6,12.75,Ortalamaya Eşit,10604
Confections,Chocolade,12.75,8,12.75,Ortalamaya Eşit,10814
Confections,Chocolade,12.75,15,10.2,Ortalamadan Fazla,10453
Confections,Chocolade,12.75,15,12.75,Ortalamaya Eşit,10507
Confections,Chocolade,12.75,24,12.75,Ortalamaya Eşit,10704
Confections,Chocolade,12.75,70,10.2,Ortalamadan Fazla,10403
Confections,Gumbär Gummibärchen,31.23,2,24.9,Ortalamadan Fazla,10422
Confections,Gumbär Gummibärchen,31.23,5,31.23,Ortalamadan Az,10592
Confections,Gumbär Gummibärchen,31.23,5,31.23,Ortalamadan Az,10973
Confections,Gumbär Gummibärchen,31.23,6,24.9,Ortalamadan Fazla,10448
Confections,Gumbär Gummibärchen,31.23,6,31.23,Ortalamadan Az,10587
Confections,Gumbär Gummibärchen,31.23,6,31.23,Ortalamadan Az,11004
Confections,Gumbär Gummibärchen,31.23,10,24.9,Ortalamadan Fazla,10432
Confections,Gumbär Gummibärchen,31.23,12,31.23,Ortalamadan Az,10751
Confections,Gumbär Gummibärchen,31.23,12,31.23,Ortalamadan Az,10825
Confections,Gumbär Gummibärchen,31.23,12,31.23,Ortalamadan Az,11024
Confections,Gumbär Gummibärchen,31.23,15,24.9,Ortalamadan Fazla,10444
Confections,Gumbär Gummibärchen,31.23,15,31.23,Ortalamadan Az,10686
Confections,Gumbär Gummibärchen,31.23,15,31.23,Ortalamadan Az,10723
Confections,Gumbär Gummibärchen,31.23,16,24.9,Ortalamadan Fazla,10357
Confections,Gumbär Gummibärchen,31.23,18,31.23,Ortalamadan Az,10849
Confections,Gumbär Gummibärchen,31.23,20,31.23,Ortalamadan Az,10758
Confections,Gumbär Gummibärchen,31.23,20,31.23,Ortalamadan Az,10868
Confections,Gumbär Gummibärchen,31.23,21,31.23,Ortalamadan Az,10796
Confections,Gumbär Gummibärchen,31.23,24,24.9,Ortalamadan Fazla,10337
Confections,Gumbär Gummibärchen,31.23,30,24.9,Ortalamadan Fazla,10404
Confections,Gumbär Gummibärchen,31.23,30,24.9,Ortalamadan Fazla,10421
Confections,Gumbär Gummibärchen,31.23,30,24.9,Ortalamadan Fazla,10458
Confections,Gumbär Gummibärchen,31.23,30,24.9,Ortalamadan Fazla,10487
Confections,Gumbär Gummibärchen,31.23,30,31.23,Ortalamadan Az,10677
Confections,Gumbär Gummibärchen,31.23,30,31.23,Ortalamadan Az,10713
Confections,Gumbär Gummibärchen,31.23,35,31.23,Ortalamadan Az,10633
Confections,Gumbär Gummibärchen,31.23,35,31.23,Ortalamadan Az,10857
Confections,Gumbär Gummibärchen,31.23,40,31.23,Ortalamadan Az,10540
Confections,Gumbär Gummibärchen,31.23,40,31.23,Ortalamadan Az,10817
Confections,Gumbär Gummibärchen,31.23,50,24.9,Ortalamadan Fazla,10330
Confections,Gumbär Gummibärchen,31.23,63,31.23,Ortalamadan Az,11021
Confections,Gumbär Gummibärchen,31.23,70,24.9,Ortalamadan Fazla,10393
Confections,Maxilaku,20,2,20,Ortalamaya Eşit,11019
Confections,Maxilaku,20,4,20,Ortalamaya Eşit,10804
Confections,Maxilaku,20,6,20,Ortalamaya Eşit,10539
Confections,Maxilaku,20,10,20,Ortalamaya Eşit,10910
Confections,Maxilaku,20,15,16,Ortalamadan Fazla,10290
Confections,Maxilaku,20,15,20,Ortalamaya Eşit,10875
Confections,Maxilaku,20,18,20,Ortalamaya Eşit,10612
Confections,Maxilaku,20,20,20,Ortalamaya Eşit,10882
Confections,Maxilaku,20,21,16,Ortalamadan Fazla,10456
Confections,Maxilaku,20,24,16,Ortalamadan Fazla,10481
Confections,Maxilaku,20,25,20,Ortalamaya Eşit,10499
Confections,Maxilaku,20,25,20,Ortalamaya Eşit,10603
Confections,Maxilaku,20,28,20,Ortalamaya Eşit,10942
Confections,Maxilaku,20,30,16,Ortalamadan Fazla,10304
Confections,Maxilaku,20,30,16,Ortalamadan Fazla,10400
Confections,Maxilaku,20,30,16,Ortalamadan Fazla,10404
Confections,Maxilaku,20,35,16,Ortalamadan Fazla,10360
Confections,Maxilaku,20,40,16,Ortalamadan Fazla,10253
Confections,Maxilaku,20,40,20,Ortalamaya Eşit,10967
Confections,Maxilaku,20,42,20,Ortalamaya Eşit,10868
Confections,Maxilaku,20,60,20,Ortalamaya Eşit,11039
Confections,NuNuCa Nuß-Nougat-Creme,14,4,11.2,Ortalamadan Fazla,10323
Confections,NuNuCa Nuß-Nougat-Creme,14,5,14,Ortalamaya Eşit,10810
Confections,NuNuCa Nuß-Nougat-Creme,14,5,14,Ortalamaya Eşit,10887
Confections,NuNuCa Nuß-Nougat-Creme,14,6,14,Ortalamaya Eşit,10840
Confections,NuNuCa Nuß-Nougat-Creme,14,7,11.2,Ortalamadan Fazla,10393
Confections,NuNuCa Nuß-Nougat-Creme,14,10,11.2,Ortalamadan Fazla,10347
Confections,NuNuCa Nuß-Nougat-Creme,14,10,14,Ortalamaya Eşit,10832
Confections,NuNuCa Nuß-Nougat-Creme,14,10,14,Ortalamaya Eşit,10851
Confections,NuNuCa Nuß-Nougat-Creme,14,12,11.2,Ortalamadan Fazla,10467
Confections,NuNuCa Nuß-Nougat-Creme,14,12,14,Ortalamaya Eşit,10760
Confections,NuNuCa Nuß-Nougat-Creme,14,15,14,Ortalamaya Eşit,10803
Confections,NuNuCa Nuß-Nougat-Creme,14,15,14,Ortalamaya Eşit,11055
Confections,NuNuCa Nuß-Nougat-Creme,14,18,14,Ortalamaya Eşit,10506
Confections,NuNuCa Nuß-Nougat-Creme,14,20,14,Ortalamaya Eşit,10850
Confections,NuNuCa Nuß-Nougat-Creme,14,24,14,Ortalamaya Eşit,10919
Confections,NuNuCa Nuß-Nougat-Creme,14,35,14,Ortalamaya Eşit,10761
Confections,NuNuCa Nuß-Nougat-Creme,14,50,11.2,Ortalamadan Fazla,10362
Confections,NuNuCa Nuß-Nougat-Creme,14,60,11.2,Ortalamadan Fazla,10492
Confections,Pavlova,17.45,2,17.45,Ortalamadan Fazla,11077
Confections,Pavlova,17.45,3,17.45,Ortalamadan Fazla,10673
Confections,Pavlova,17.45,3,17.45,Ortalamadan Fazla,10738
Confections,Pavlova,17.45,3,17.45,Ortalamadan Fazla,11066
Confections,Pavlova,17.45,6,17.45,Ortalamadan Fazla,10916
Confections,Pavlova,17.45,10,13.9,Ortalamadan Fazla,10310
Confections,Pavlova,17.45,10,17.45,Ortalamadan Fazla,10671
Confections,Pavlova,17.45,12,17.45,Ortalamadan Fazla,10572
Confections,Pavlova,17.45,12,17.45,Ortalamadan Fazla,10871
Confections,Pavlova,17.45,14,17.45,Ortalamadan Fazla,10553
Confections,Pavlova,17.45,14,17.45,Ortalamadan Fazla,11074
Confections,Pavlova,17.45,15,17.45,Ortalamadan Fazla,10730
Confections,Pavlova,17.45,15,17.45,Ortalamadan Fazla,10909
Confections,Pavlova,17.45,16,13.9,Ortalamadan Fazla,10439
Confections,Pavlova,17.45,18,13.9,Ortalamadan Fazla,10489
Confections,Pavlova,17.45,20,13.9,Ortalamadan Fazla,10454
Confections,Pavlova,17.45,20,17.45,Ortalamadan Fazla,10706
Confections,Pavlova,17.45,20,17.45,Ortalamadan Fazla,10718
Confections,Pavlova,17.45,20,17.45,Ortalamadan Fazla,10779
Confections,Pavlova,17.45,21,13.9,Ortalamadan Fazla,10324
Confections,Pavlova,17.45,21,13.9,Ortalamadan Fazla,10403
Confections,Pavlova,17.45,24,17.45,Ortalamadan Fazla,10919
Confections,Pavlova,17.45,28,17.45,Ortalamadan Fazla,10954
Confections,Pavlova,17.45,30,13.9,Ortalamadan Fazla,10296
Confections,Pavlova,17.45,30,17.45,Ortalamadan Fazla,10554
Confections,Pavlova,17.45,30,17.45,Ortalamadan Fazla,10605
Confections,Pavlova,17.45,30,17.45,Ortalamadan Fazla,10653
Confections,Pavlova,17.45,30,17.45,Ortalamadan Fazla,10877
Confections,Pavlova,17.45,30,17.45,Ortalamadan Fazla,10932
Confections,Pavlova,17.45,30,17.45,Ortalamadan Fazla,11070
Confections,Pavlova,17.45,35,13.9,Ortalamadan Fazla,10255
Confections,Pavlova,17.45,35,13.9,Ortalamadan Fazla,10469
Confections,Pavlova,17.45,36,17.45,Ortalamadan Fazla,10985
Confections,Pavlova,17.45,40,13.9,Ortalamadan Fazla,10287
Confections,Pavlova,17.45,40,17.45,Ortalamadan Fazla,10551
Confections,Pavlova,17.45,49,13.9,Ortalamadan Fazla,10440
Confections,Pavlova,17.45,50,17.45,Ortalamadan Fazla,10515
Confections,Pavlova,17.45,50,17.45,Ortalamadan Fazla,10680
Confections,Pavlova,17.45,50,17.45,Ortalamadan Fazla,10855
Confections,Pavlova,17.45,55,17.45,Ortalamadan Fazla,10984
Confections,Pavlova,17.45,56,13.9,Ortalamadan Fazla,10359
Confections,Pavlova,17.45,60,13.9,Ortalamadan Fazla,10263
Confections,Pavlova,17.45,65,17.45,Ortalamadan Fazla,10795
Confections,Schoggi Schokolade,43.9,10,43.9,Ortalamadan Fazla,10858
Confections,Schoggi Schokolade,43.9,15,35.1,Ortalamadan Fazla,10284
Confections,Schoggi Schokolade,43.9,25,35.1,Ortalamadan Fazla,10257
Confections,Schoggi Schokolade,43.9,25,43.9,Ortalamadan Fazla,10930
Confections,Schoggi Schokolade,43.9,30,43.9,Ortalamadan Fazla,10979
Confections,Schoggi Schokolade,43.9,40,43.9,Ortalamadan Fazla,10760
Confections,Schoggi Schokolade,43.9,50,35.1,Ortalamadan Fazla,10441
Confections,Schoggi Schokolade,43.9,50,43.9,Ortalamadan Fazla,10598
Confections,Schoggi Schokolade,43.9,120,43.9,Ortalamadan Fazla,10515
Confections,Scottish Longbreads,12.5,2,12.5,Ortalamaya Eşit,11013
Confections,Scottish Longbreads,12.5,3,10,Ortalamadan Fazla,10288
Confections,Scottish Longbreads,12.5,3,10,Ortalamadan Fazla,10307
Confections,Scottish Longbreads,12.5,4,10,Ortalamadan Fazla,10343
Confections,Scottish Longbreads,12.5,6,12.5,Ortalamaya Eşit,10521
Confections,Scottish Longbreads,12.5,6,12.5,Ortalamaya Eşit,10756
Confections,Scottish Longbreads,12.5,8,10,Ortalamadan Fazla,10385
Confections,Scottish Longbreads,12.5,10,10,Ortalamadan Fazla,10328
Confections,Scottish Longbreads,12.5,10,10,Ortalamadan Fazla,10334
Confections,Scottish Longbreads,12.5,10,12.5,Ortalamaya Eşit,10662
Confections,Scottish Longbreads,12.5,15,10,Ortalamadan Fazla,10303
Confections,Scottish Longbreads,12.5,15,12.5,Ortalamaya Eşit,10618
Confections,Scottish Longbreads,12.5,15,12.5,Ortalamaya Eşit,10792
Confections,Scottish Longbreads,12.5,18,12.5,Ortalamaya Eşit,10622
Confections,Scottish Longbreads,12.5,18,12.5,Ortalamaya Eşit,10789
Confections,Scottish Longbreads,12.5,18,12.5,Ortalamaya Eşit,10888
Confections,Scottish Longbreads,12.5,20,10,Ortalamadan Fazla,10300
Confections,Scottish Longbreads,12.5,20,12.5,Ortalamaya Eşit,10529
Confections,Scottish Longbreads,12.5,20,12.5,Ortalamaya Eşit,10842
Confections,Scottish Longbreads,12.5,20,12.5,Ortalamaya Eşit,10869
Confections,Scottish Longbreads,12.5,20,12.5,Ortalamaya Eşit,10903
Confections,Scottish Longbreads,12.5,21,10,Ortalamadan Fazla,10460
Confections,Scottish Longbreads,12.5,24,12.5,Ortalamaya Eşit,10830
Confections,Scottish Longbreads,12.5,30,10,Ortalamadan Fazla,10424
Confections,Scottish Longbreads,12.5,30,10,Ortalamadan Fazla,10490
Confections,Scottish Longbreads,12.5,35,12.5,Ortalamaya Eşit,10540
Confections,Scottish Longbreads,12.5,36,10,Ortalamadan Fazla,10417
Confections,Scottish Longbreads,12.5,40,12.5,Ortalamaya Eşit,10700
Confections,Scottish Longbreads,12.5,40,12.5,Ortalamaya Eşit,10766
Confections,Scottish Longbreads,12.5,42,12.5,Ortalamaya Eşit,11048
Confections,Scottish Longbreads,12.5,45,12.5,Ortalamaya Eşit,10722
Confections,Scottish Longbreads,12.5,55,12.5,Ortalamaya Eşit,11064
Confections,Scottish Longbreads,12.5,60,10,Ortalamadan Fazla,10399
Confections,Scottish Longbreads,12.5,80,12.5,Ortalamaya Eşit,10941
Confections,Sir Rodney's Marmalade,81,1,81,Ortalamaya Eşit,11077
Confections,Sir Rodney's Marmalade,81,5,81,Ortalamaya Eşit,10828
Confections,Sir Rodney's Marmalade,81,5,81,Ortalamaya Eşit,10927
Confections,Sir Rodney's Marmalade,81,6,64.8,Ortalamadan Fazla,10272
Confections,Sir Rodney's Marmalade,81,12,64.8,Ortalamadan Fazla,10372
Confections,Sir Rodney's Marmalade,81,15,81,Ortalamaya Eşit,10523
Confections,Sir Rodney's Marmalade,81,15,81,Ortalamaya Eşit,10986
Confections,Sir Rodney's Marmalade,81,15,81,Ortalamaya Eşit,11021
Confections,Sir Rodney's Marmalade,81,20,64.8,Ortalamadan Fazla,10292
Confections,Sir Rodney's Marmalade,81,20,81,Ortalamaya Eşit,10878
Confections,Sir Rodney's Marmalade,81,21,81,Ortalamaya Eşit,10593
Confections,Sir Rodney's Marmalade,81,21,81,Ortalamaya Eşit,10660
Confections,Sir Rodney's Marmalade,81,28,64.8,Ortalamadan Fazla,10384
Confections,Sir Rodney's Marmalade,81,39,81,Ortalamaya Eşit,10514
Confections,Sir Rodney's Marmalade,81,40,64.8,Ortalamadan Fazla,10252
Confections,Sir Rodney's Marmalade,81,50,81,Ortalamaya Eşit,10953
Confections,Sir Rodney's Scones,10,3,10,Ortalamaya Eşit,11058
Confections,Sir Rodney's Scones,10,5,8,Ortalamadan Fazla,10368
Confections,Sir Rodney's Scones,10,5,10,Ortalamaya Eşit,10716
Confections,Sir Rodney's Scones,10,6,10,Ortalamaya Eşit,10550
Confections,Sir Rodney's Scones,10,6,10,Ortalamaya Eşit,10609
Confections,Sir Rodney's Scones,10,8,10,Ortalamaya Eşit,10614
Confections,Sir Rodney's Scones,10,10,8,Ortalamadan Fazla,10259
Confections,Sir Rodney's Scones,10,10,8,Ortalamadan Fazla,10333
Confections,Sir Rodney's Scones,10,10,8,Ortalamadan Fazla,10397
Confections,Sir Rodney's Scones,10,12,8,Ortalamadan Fazla,10409
Confections,Sir Rodney's Scones,10,12,10,Ortalamaya Eşit,10504
Confections,Sir Rodney's Scones,10,12,10,Ortalamaya Eşit,10681
Confections,Sir Rodney's Scones,10,12,10,Ortalamaya Eşit,10956
Confections,Sir Rodney's Scones,10,14,8,Ortalamadan Fazla,10484
Confections,Sir Rodney's Scones,10,15,10,Ortalamaya Eşit,10539
Confections,Sir Rodney's Scones,10,15,10,Ortalamaya Eşit,11034
Confections,Sir Rodney's Scones,10,20,8,Ortalamadan Fazla,10261
Confections,Sir Rodney's Scones,10,20,10,Ortalamaya Eşit,10873
Confections,Sir Rodney's Scones,10,20,10,Ortalamaya Eşit,11040
Confections,Sir Rodney's Scones,10,21,8,Ortalamadan Fazla,10477
Confections,Sir Rodney's Scones,10,25,10,Ortalamaya Eşit,10623
Confections,Sir Rodney's Scones,10,30,8,Ortalamadan Fazla,10406
Confections,Sir Rodney's Scones,10,30,10,Ortalamaya Eşit,10642
Confections,Sir Rodney's Scones,10,30,10,Ortalamaya Eşit,10729
Confections,Sir Rodney's Scones,10,32,10,Ortalamaya Eşit,10717
Confections,Sir Rodney's Scones,10,36,10,Ortalamaya Eşit,10930
Confections,Sir Rodney's Scones,10,40,8,Ortalamadan Fazla,10456
Confections,Sir Rodney's Scones,10,40,8,Ortalamadan Fazla,10461
Confections,Sir Rodney's Scones,10,40,10,Ortalamaya Eşit,10513
Confections,Sir Rodney's Scones,10,40,10,Ortalamaya Eşit,10731
Confections,Sir Rodney's Scones,10,40,10,Ortalamaya Eşit,10763
Confections,Sir Rodney's Scones,10,40,10,Ortalamaya Eşit,10861
Confections,Sir Rodney's Scones,10,40,10,Ortalamaya Eşit,10884
Confections,Sir Rodney's Scones,10,40,10,Ortalamaya Eşit,10978
Confections,Sir Rodney's Scones,10,42,10,Ortalamaya Eşit,10619
Confections,Sir Rodney's Scones,10,50,8,Ortalamadan Fazla,10430
Confections,Sir Rodney's Scones,10,60,10,Ortalamaya Eşit,10658
Confections,Sir Rodney's Scones,10,60,10,Ortalamaya Eşit,10929
Confections,Sir Rodney's Scones,10,65,10,Ortalamaya Eşit,10990
Confections,Tarte au sucre,49.3,2,49.3,Ortalamadan Az,10798
Confections,Tarte au sucre,49.3,3,49.3,Ortalamadan Az,10505
Confections,Tarte au sucre,49.3,3,49.3,Ortalamadan Az,10822
Confections,Tarte au sucre,49.3,3,49.3,Ortalamadan Az,10861
Confections,Tarte au sucre,49.3,5,39.4,Ortalamadan Fazla,10310
Confections,Tarte au sucre,49.3,5,49.3,Ortalamadan Az,10802
Confections,Tarte au sucre,49.3,6,49.3,Ortalamadan Az,10902
Confections,Tarte au sucre,49.3,9,49.3,Ortalamadan Az,10746
Confections,Tarte au sucre,49.3,10,39.4,Ortalamadan Fazla,10307
Confections,Tarte au sucre,49.3,10,39.4,Ortalamadan Fazla,10394
Confections,Tarte au sucre,49.3,10,49.3,Ortalamadan Az,10562
Confections,Tarte au sucre,49.3,10,49.3,Ortalamadan Az,10574
Confections,Tarte au sucre,49.3,10,49.3,Ortalamadan Az,10599
Confections,Tarte au sucre,49.3,10,49.3,Ortalamadan Az,10606
Confections,Tarte au sucre,49.3,10,49.3,Ortalamadan Az,10671
Confections,Tarte au sucre,49.3,12,39.4,Ortalamadan Fazla,10277
Confections,Tarte au sucre,49.3,12,49.3,Ortalamadan Az,10966
Confections,Tarte au sucre,49.3,12,49.3,Ortalamadan Az,11044
Confections,Tarte au sucre,49.3,14,49.3,Ortalamadan Az,10932
Confections,Tarte au sucre,49.3,15,39.4,Ortalamadan Fazla,10260
Confections,Tarte au sucre,49.3,15,39.4,Ortalamadan Fazla,10298
Confections,Tarte au sucre,49.3,15,49.3,Ortalamadan Az,10560
Confections,Tarte au sucre,49.3,15,49.3,Ortalamadan Az,10627
Confections,Tarte au sucre,49.3,15,49.3,Ortalamadan Az,10769
